Metabolite_1,Metabolite_2,Control_Corr,Control_p,Case_Corr,Case_p,Diff_Corr,Diff_Corr_p,Sign
Glycine,Arginine,-0.8635874080236875,0.026643383160278512,0.9544892812818188,0.011574899681934028,3.4810615582681352,0.0,-1
